sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
"Hard drive start with a delay is possible , which means after a while that it has been standing by , by double - clicking on the contents of the hard drive , a few seconds of pause will occur , which is very sensitive to shocks , even weak impacts in general . Despite the special selling price of the hard drive , it is recommended with a high risk .","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Hard', 'drive', 'start', 'with', 'a', 'delay', 'is', 'possible', ',', 'which', 'means', 'after', 'a', 'while', 'that', 'it', 'has', 'been', 'standing', 'by', ',', 'by', 'double', '-', 'clicking', 'on', 'the', 'contents', 'of', 'the', 'hard', 'drive', ',', 'a', 'few', 'seconds', 'of', 'pause', 'will', 'occur', ',', 'which', 'is', 'very', 'sensitive', 'to', 'shocks', ',', 'even', 'weak', 'impacts', 'in', 'general', '.', 'Despite', 'the', 'special', 'selling', 'price', 'of', 'the', 'hard', 'drive', ',', 'it', 'is', 'recommended', 'with', 'a', 'high', 'risk', '.']","['Hard drive', 'hard drive', 'hard drive']","[[0, 1], [30, 31], [61, 62]]","['Negative', 'Negative', 'Negative']","[[0.9960718154907227, 0.0037349234335124493, 0.0001932643208419904], [0.7875978946685791, 0.21210889518260956, 0.0002931948401965201], [0.7875978946685791, 0.21210889518260956, 0.0002931948401965201]]","[0.9961, 0.7876, 0.7876]"
"The pen feels softer after a while , but drawing becomes slightly harder . The overall weight feels average . The ink is a bit too dark ; if it were slightly lighter , it would be perfect .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'pen', 'feels', 'softer', 'after', 'a', 'while', ',', 'but', 'drawing', 'becomes', 'slightly', 'harder', '.', 'The', 'overall', 'weight', 'feels', 'average', '.', 'The', 'ink', 'is', 'a', 'bit', 'too', 'dark', ';', 'if', 'it', 'were', 'slightly', 'lighter', ',', 'it', 'would', 'be', 'perfect', '.']","['pen', 'drawing', 'weight', 'ink']","[[1], [9], [16], [21]]","['Positive', 'Negative', 'Neutral', 'Negative']","[[0.17754778265953064, 0.0005279344622977078, 0.8219243288040161], [0.8019979000091553, 0.1970527321100235, 0.0009493549587205052], [0.2153325080871582, 0.784171998500824, 0.0004954909672960639], [0.8654376864433289, 0.1334555447101593, 0.00110677070915699]]","[0.8219, 0.802, 0.7842, 0.8654]"
"Using this tool is extremely difficult and requires a lot of physical strength . It not only does not make the work easier , but it actually makes it harder .","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Using', 'this', 'tool', 'is', 'extremely', 'difficult', 'and', 'requires', 'a', 'lot', 'of', 'physical', 'strength', '.', 'It', 'not', 'only', 'does', 'not', 'make', 'the', 'work', 'easier', ',', 'but', 'it', 'actually', 'makes', 'it', 'harder', '.']",['tool'],[[2]],['Negative'],"[[0.9991067051887512, 0.00043989167897962034, 0.00045347376726567745]]",[0.9991]
"They did not use stabilizer for the camera and double flash and laser focus . The aperture was set to f / 2 . 4 , which was better . The weight was reduced by one gram compared to the previous model , but the thickness increased slightly . In addition to features such as magnetic pole and fingerprint sensor , the position of the sensor was excellent and the battery capacity was high . Despite the metallic body that can be replaced by the user , it has a high - quality feature . I must admit that I was amazed by the manufacturer ' s performance . The chip and CPU are the same as the previous model , but internal memory and RAM have been increased . I wish they had used super - resolution instead of IPS technology , but it would have reduced the pixel density or kept it the same . The Cat4 network is outdated and Cat12 is now available . I wish they had updated the network connection . The fingerprint sensor is not very accurate . I do not know why they did not use a better cover glass . If they had included a cover glass , it would have been better .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['They', 'did', 'not', 'use', 'stabilizer', 'for', 'the', 'camera', 'and', 'double', 'flash', 'and', 'laser', 'focus', '.', 'The', 'aperture', 'was', 'set', 'to', 'f', '/', '2', '.', '4', ',', 'which', 'was', 'better', '.', 'The', 'weight', 'was', 'reduced', 'by', 'one', 'gram', 'compared', 'to', 'the', 'previous', 'model', ',', 'but', 'the', 'thickness', 'increased', 'slightly', '.', 'In', 'addition', 'to', 'features', 'such', 'as', 'magnetic', 'pole', 'and', 'fingerprint', 'sensor', ',', 'the', 'position', 'of', 'the', 'sensor', 'was', 'excellent', 'and', 'the', 'battery', 'capacity', 'was', 'high', '.', 'Despite', 'the', 'metallic', 'body', 'that', 'can', 'be', 'replaced', 'by', 'the', 'user', ',', 'it', 'has', 'a', 'high', '-', 'quality', 'feature', '.', 'I', 'must', 'admit', 'that', 'I', 'was', 'amazed', 'by', 'the', 'manufacturer', ""'"", 's', 'performance', '.', 'The', 'chip', 'and', 'CPU', 'are', 'the', 'same', 'as', 'the', 'previous', 'model', ',', 'but', 'internal', 'memory', 'and', 'RAM', 'have', 'been', 'increased', '.', 'I', 'wish', 'they', 'had', 'used', 'super', '-', 'resolution', 'instead', 'of', 'IPS', 'technology', ',', 'but', 'it', 'would', 'have', 'reduced', 'the', 'pixel', 'density', 'or', 'kept', 'it', 'the', 'same', '.', 'The', 'Cat4', 'network', 'is', 'outdated', 'and', 'Cat12', 'is', 'now', 'available', '.', 'I', 'wish', 'they', 'had', 'updated', 'the', 'network', 'connection', '.', 'The', 'fingerprint', 'sensor', 'is', 'not', 'very', 'accurate', '.', 'I', 'do', 'not', 'know', 'why', 'they', 'did', 'not', 'use', 'a', 'better', 'cover', 'glass', '.', 'If', 'they', 'had', 'included', 'a', 'cover', 'glass', ',', 'it', 'would', 'have', 'been', 'better', '.']","['aperture', 'weight', 'battery capacity', 'chip', 'CPU', 'internal memory', 'RAM', 'pixel', 'fingerprint sensor', 'cover glass']","[[16], [31], [70, 71], [110], [112], [122, 123], [125], [149], [178, 179], [196, 197]]","['Positive', 'Positive', 'Positive', 'Neutral', 'Neutral', 'Negative', 'Positive', 'Negative', 'Positive', 'Negative']","[[0.47620856761932373, 0.003975014202296734, 0.5198164582252502], [0.19335132837295532, 0.0014993709046393633, 0.8051493763923645], [0.05638377368450165, 0.000553211139049381, 0.9430630207061768], [0.010259490460157394, 0.7036423087120056, 0.2860982120037079], [0.008978180587291718, 0.7273839116096497, 0.263637900352478], [0.6924824714660645, 0.0074519021436572075, 0.30006563663482666], [0.45462629199028015, 0.06054416298866272, 0.48482954502105713], [0.9837796092033386, 0.01557049248367548, 0.000649979105219245], [0.2116384357213974, 0.000786095333751291, 0.7875754833221436], [0.9940381050109863, 0.0052270120941102505, 0.000734917470254004]]","[0.5198, 0.8051, 0.9431, 0.7036, 0.7274, 0.6925, 0.4848, 0.9838, 0.7876, 0.994]"
"I use this phone for 3 months now and it seems perfect for gaming . The camera is amazing and the battery life is incredible , no complaints there . It lasts a whole day on a single charge . The display is great too , thanks to the super AMOLED panel and the average refresh rate .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'use', 'this', 'phone', 'for', '3', 'months', 'now', 'and', 'it', 'seems', 'perfect', 'for', 'gaming', '.', 'The', 'camera', 'is', 'amazing', 'and', 'the', 'battery', 'life', 'is', 'incredible', ',', 'no', 'complaints', 'there', '.', 'It', 'lasts', 'a', 'whole', 'day', 'on', 'a', 'single', 'charge', '.', 'The', 'display', 'is', 'great', 'too', ',', 'thanks', 'to', 'the', 'super', 'AMOLED', 'panel', 'and', 'the', 'average', 'refresh', 'rate', '.']","['gaming', 'camera', 'battery life', 'display', 'panel']","[[13], [16], [21, 22], [41], [51]]","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","[[0.00020895450143143535, 0.0005162168527022004, 0.9992749094963074], [0.00020630423387046903, 0.0005145616014488041, 0.9992790818214417], [0.00023009134747553617, 0.00038100400706753135, 0.9993889331817627], [0.0001959462242666632, 0.00037907378282397985, 0.999424934387207], [0.0002651797258295119, 0.0003117954474873841, 0.9994230270385742]]","[0.9993, 0.9993, 0.9994, 0.9994, 0.9994]"
"My storage capacity is 32GB , but the actual capacity shown is 29GB . It has a moderate speed , but overall it ' s good and comprehensive .","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['My', 'storage', 'capacity', 'is', '32GB', ',', 'but', 'the', 'actual', 'capacity', 'shown', 'is', '29GB', '.', 'It', 'has', 'a', 'moderate', 'speed', ',', 'but', 'overall', 'it', ""'"", 's', 'good', 'and', 'comprehensive', '.']","['storage capacity', 'speed']","[[1, 2], [18]]","['Neutral', 'Neutral']","[[0.1841098517179489, 0.810232937335968, 0.005657189525663853], [0.23121154308319092, 0.7563562393188477, 0.012432231567800045]]","[0.8102, 0.7564]"
"Average brand ASN has a normal position in the market . Its products are of average quality , for example , with this rimmel sensitive eyes that was good for a long time has returned but buyers still have no complaints except that the eyelashes are falling out and the price is special . In general , there is a brand behind it . With this price , you can only buy nameless rimels or discounted products .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Average', 'brand', 'ASN', 'has', 'a', 'normal', 'position', 'in', 'the', 'market', '.', 'Its', 'products', 'are', 'of', 'average', 'quality', ',', 'for', 'example', ',', 'with', 'this', 'rimmel', 'sensitive', 'eyes', 'that', 'was', 'good', 'for', 'a', 'long', 'time', 'has', 'returned', 'but', 'buyers', 'still', 'have', 'no', 'complaints', 'except', 'that', 'the', 'eyelashes', 'are', 'falling', 'out', 'and', 'the', 'price', 'is', 'special', '.', 'In', 'general', ',', 'there', 'is', 'a', 'brand', 'behind', 'it', '.', 'With', 'this', 'price', ',', 'you', 'can', 'only', 'buy', 'nameless', 'rimels', 'or', 'discounted', 'products', '.']",['price'],[[50]],['Negative'],"[[0.8981752395629883, 0.002501431619748473, 0.09932335466146469]]",[0.8982]
"Spray has a high durability and effectiveness , and effectively eliminates pests . It also effectively corrects minor imperfections , but compared to previous products in the same category , it is in the middle range .","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Spray', 'has', 'a', 'high', 'durability', 'and', 'effectiveness', ',', 'and', 'effectively', 'eliminates', 'pests', '.', 'It', 'also', 'effectively', 'corrects', 'minor', 'imperfections', ',', 'but', 'compared', 'to', 'previous', 'products', 'in', 'the', 'same', 'category', ',', 'it', 'is', 'in', 'the', 'middle', 'range', '.']","['durability', 'effectiveness', 'pests']","[[4], [6], [11]]","['Positive', 'Positive', 'Positive']","[[0.0017946127336472273, 0.0031771662179380655, 0.9950281977653503], [0.0019284755690023303, 0.0005430384771898389, 0.9975284934043884], [0.0025485653895884752, 0.0003720052191056311, 0.9970793724060059]]","[0.995, 0.9975, 0.9971]"
"The perfume smells nice . It ' s usually not expected to release perfume because most perfumes release scent , but in this case , it releases an average scent .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'perfume', 'smells', 'nice', '.', 'It', ""'"", 's', 'usually', 'not', 'expected', 'to', 'release', 'perfume', 'because', 'most', 'perfumes', 'release', 'scent', ',', 'but', 'in', 'this', 'case', ',', 'it', 'releases', 'an', 'average', 'scent', '.']",['perfume'],[[1]],['Positive'],"[[0.008671427145600319, 0.001580298994667828, 0.9897482395172119]]",[0.9897]
"The body is good , just one problem . If there is a physical impact , its color changes . Even so . The color is very weak .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']","['The', 'body', 'is', 'good', ',', 'just', 'one', 'problem', '.', 'If', 'there', 'is', 'a', 'physical', 'impact', ',', 'its', 'color', 'changes', '.', 'Even', 'so', '.', 'The', 'color', 'is', 'very', 'weak', '.']","['color', 'color']","[[17], [24]]","['Negative', 'Negative']","[[0.9969179630279541, 0.0026787982787936926, 0.0004032520519103855], [0.9969179630279541, 0.0026787982787936926, 0.0004032520519103855]]","[0.9969, 0.9969]"
The house is well built but a bit messy in general .,"['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'house', 'is', 'well', 'built', 'but', 'a', 'bit', 'messy', 'in', 'general', '.']","['house', 'built']","[[1], [4]]","['Positive', 'Positive']","[[0.0005110722850076854, 0.003774012438952923, 0.9957148432731628], [0.0004424958024173975, 0.0029311005491763353, 0.9966264963150024]]","[0.9957, 0.9966]"
"Your position is the worst it can be . Even if you sacrifice your hand , it ' s not enough . The optimal strategy is to sacrifice the bottom row pawns . With your camera piece , you can easily checkmate your opponent . This is the only move that offers such ease .","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Your', 'position', 'is', 'the', 'worst', 'it', 'can', 'be', '.', 'Even', 'if', 'you', 'sacrifice', 'your', 'hand', ',', 'it', ""'"", 's', 'not', 'enough', '.', 'The', 'optimal', 'strategy', 'is', 'to', 'sacrifice', 'the', 'bottom', 'row', 'pawns', '.', 'With', 'your', 'camera', 'piece', ',', 'you', 'can', 'easily', 'checkmate', 'your', 'opponent', '.', 'This', 'is', 'the', 'only', 'move', 'that', 'offers', 'such', 'ease', '.']",['position'],[[1]],['Negative'],"[[0.9907957911491394, 0.008866929449141026, 0.00033738603815436363]]",[0.9908]
"The speaker has good sound quality and acceptable cable quality . The specifications do not mention anything about the product itself . The provided information is incomplete and inaccurate . Generally , the speaker is good and adequately answers a small room . It ' s just that the bass is slightly weak , which isn ' t a big deal considering the price .","['O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'speaker', 'has', 'good', 'sound', 'quality', 'and', 'acceptable', 'cable', 'quality', '.', 'The', 'specifications', 'do', 'not', 'mention', 'anything', 'about', 'the', 'product', 'itself', '.', 'The', 'provided', 'information', 'is', 'incomplete', 'and', 'inaccurate', '.', 'Generally', ',', 'the', 'speaker', 'is', 'good', 'and', 'adequately', 'answers', 'a', 'small', 'room', '.', 'It', ""'"", 's', 'just', 'that', 'the', 'bass', 'is', 'slightly', 'weak', ',', 'which', 'isn', ""'"", 't', 'a', 'big', 'deal', 'considering', 'the', 'price', '.']","['sound quality', 'cable', 'bass']","[[4, 5], [8], [49]]","['Positive', 'Positive', 'Negative']","[[0.005125398747622967, 0.0006450540968216956, 0.9942295551300049], [0.007671683095395565, 0.0036255838349461555, 0.9887027740478516], [0.980170488357544, 0.019518990069627762, 0.00031041333568282425]]","[0.9942, 0.9887, 0.9802]"
Scanner is excellent and printing is good . It can copy in black and white or color and is very good value for the price .,"['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O']","['Scanner', 'is', 'excellent', 'and', 'printing', 'is', 'good', '.', 'It', 'can', 'copy', 'in', 'black', 'and', 'white', 'or', 'color', 'and', 'is', 'very', 'good', 'value', 'for', 'the', 'price', '.']","['Scanner', 'printing', 'value', 'price']","[[0], [4], [21], [24]]","['Positive', 'Positive', 'Positive', 'Positive']","[[0.00045325286919251084, 0.0003676182823255658, 0.9991791844367981], [0.0003230492875445634, 0.0002729263505898416, 0.9994039535522461], [0.00014131501666270196, 0.0010900176130235195, 0.9987686276435852], [0.00015346506552305073, 0.0007557421922683716, 0.9990907907485962]]","[0.9992, 0.9994, 0.9988, 0.9991]"
I haven ' t smelled anything from the ampers in a long time . The stench is nauseating . There ' s a lot of classlessness here . I haven ' t bought anything for hours .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I', 'haven', ""'"", 't', 'smelled', 'anything', 'from', 'the', 'ampers', 'in', 'a', 'long', 'time', '.', 'The', 'stench', 'is', 'nauseating', '.', 'There', ""'"", 's', 'a', 'lot', 'of', 'classlessness', 'here', '.', 'I', 'haven', ""'"", 't', 'bought', 'anything', 'for', 'hours', '.']",['classlessness'],[[25]],['Negative'],"[[0.9992011189460754, 0.0004776259302161634, 0.00032129805185832083]]",[0.9992]
